Título, Género, Director, Año, Duración, País;;;;;;;
Titanic, Drama/Romance, James Cameron, 1997, 194 min, Estados Unidos;;;;;;;
El padrino, Drama/Crimen, Francis Ford Coppola, 1972, 175 min, Estados Unidos;;;;;;;
El señor de los anillos, Fantasía/Aventura, Peter Jackson, 2001, 178 min, Nueva Zelanda;;;;;;;
Pulp Fiction, Drama/Crimen, Quentin Tarantino, 1994, 154 min, Estados Unidos;;;;;;;
El origen, Ciencia ficción/Thriller, Christopher Nolan, 2010, 148 min, Estados Unidos;;;;;;;
Avatar, Ciencia ficción/Aventura, James Cameron, 2009, 162 min, Estados Unidos;;;;;;;
La vida es bella, Comedia/Drama, Roberto Benigni, 1997, 116 min, Italia;;;;;;;
Interestelar, Ciencia ficción/Drama, Christopher Nolan, 2014, 169 min, Estados Unidos;;;;;;;
El gran dictador, Comedia/Drama, Charles Chaplin, 1940, 125 min, Estados Unidos;;;;;;;
, Drama, Pedro Almodóvar, 2006,,España;;;;;;;
El viaje de Chihiro,, Hayao Miyazaki,, 125 min, Japón;;;;;;;
,,, 2022, 120 min,;;;;;;;
El laberinto del fauno, Fantasía/Drama, Guillermo del Toro, 2006, 120 min,;;;;;;;
El secreto de sus ojos,, Juan José Campanella,,, Argentina;;;;;;;
